City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
339,Pisco,PE,-13.7,-76.2167,64.45,82,8,9.22,mist
340,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.19,90,100,1.32,overcast clouds
341,Pandan,PH,14.0453,124.1694,79.32,82,98,5.68,overcast clouds
342,Ko Samui,TH,9.5357,99.9357,84.54,74,100,15.97,overcast clouds
343,Nipawin,CA,53.3668,-104.0009,50.2,52,90,15.41,overcast clouds
344,Marsaxlokk,MT,35.8419,14.5431,69.08,77,0,6.91,clear sky
345,Talnakh,RU,69.4865,88.3972,36.01,93,100,9.64,overcast clouds
346,Ozernovskiy,RU,51.5,156.5167,36.7,91,100,10.22,light rain
347,Teluk Nibung,ID,3.001,99.8164,75.88,95,100,4.34,light rain
348,Lasa,IT,46.6166,10.7002,59.36,91,96,2.77,overcast clouds
349,Paamiut,GL,61.994,-49.6678,33.13,78,10,16.91,clear sky
350,Goulburn,AU,-34.75,149.7167,52.25,87,0,13.71,clear sky
351,Komsomolskiy,UZ,40.4272,71.7189,59.72,82,31,0.0,scattered clouds
352,Sorong,ID,-0.8833,131.25,77.68,88,91,7.45,overcast clouds
353,Were Ilu,ET,10.6,39.4333,53.38,33,10,4.7,clear sky
354,Yumen,CN,40.2833,97.2,48.6,13,1,6.6,clear sky
355,Zhangzhou,CN,24.5133,117.6556,60.93,97,100,1.39,overcast clouds
356,Jumla,NP,29.2747,82.1838,53.55,78,3,5.64,clear sky
357,Itaituba,BR,-4.2761,-55.9836,75.94,98,100,2.95,moderate rain
358,Qasigiannguit,GL,68.8193,-51.1922,26.85,79,8,1.79,clear sky
359,Kirakira,SB,-10.4544,161.9205,82.09,77,38,2.68,scattered clouds
360,Richards Bay,ZA,-28.783,32.0377,65.23,87,7,1.57,clear sky
361,Spencer,US,43.1414,-95.1444,75.31,22,40,18.41,scattered clouds
362,Kodinsk,RU,58.6881,99.1844,51.64,59,33,2.24,scattered clouds
363,Rantepao,ID,-2.9701,119.8978,66.24,97,43,2.57,scattered clouds
364,Tengzhou,CN,35.0771,117.1518,55.53,56,2,3.38,clear sky
365,Safakulevo,RU,54.9901,62.5442,51.6,92,100,4.72,light rain
366,Rawlins,US,41.7911,-107.2387,73.35,16,0,20.71,clear sky
367,Dhidhdhoo,MV,6.8833,73.1,82.0,78,100,20.76,overcast clouds
368,Camocim,BR,-2.9022,-40.8411,79.29,87,92,11.52,overcast clouds
369,Kushima,JP,31.4583,131.2333,57.45,87,100,1.99,light rain
370,Shirvan,AZ,39.9509,48.8994,65.05,58,67,3.38,broken clouds
371,Srednekolymsk,RU,67.45,153.6833,28.81,89,100,14.61,overcast clouds
372,Sterlibashevo,RU,53.4376,55.2578,50.54,96,100,7.16,light rain
373,Margate,GB,51.3813,1.3862,60.31,81,94,1.01,overcast clouds
374,Zainsk,RU,55.3195,52.0694,50.99,91,100,2.71,light rain
375,Ipixuna,BR,-1.7625,-48.8043,76.41,94,100,3.0,overcast clouds
376,Cervo,ES,43.6702,-7.4101,64.96,66,100,6.55,overcast clouds
377,Saldanha,ZA,-33.0117,17.9442,61.36,53,0,9.15,clear sky
378,Naze,JP,28.3667,129.4833,59.99,86,100,11.54,light rain
379,Iqaluit,CA,63.7506,-68.5145,27.7,74,89,17.0,overcast clouds
380,Port Hardy,CA,50.6996,-127.4199,48.29,94,100,12.12,light rain
381,Lavrentiya,RU,65.5833,-171.0,32.2,78,39,10.6,scattered clouds
382,Polson,US,47.6936,-114.1632,64.78,59,80,2.19,broken clouds
383,Tochio,JP,37.4667,139.0,56.95,55,100,1.59,overcast clouds
384,Vestmannaeyjar,IS,63.4427,-20.2734,49.05,90,100,21.92,overcast clouds
385,Klaksvik,FO,62.2266,-6.589,45.52,93,80,11.12,broken clouds
386,Vagur,FO,61.4732,-6.8119,47.3,93,99,14.03,overcast clouds
387,Kisangani,CD,0.5167,25.2,72.41,95,100,1.95,light rain
388,Salinopolis,BR,-0.6136,-47.3561,80.56,84,90,11.56,overcast clouds
389,Rosetta,EG,31.4044,30.4164,65.41,81,16,7.07,few clouds
390,Gabu,GW,12.2833,-14.2167,87.82,20,92,3.4,overcast clouds
391,Fairlie,GB,55.756,-4.8556,57.11,76,62,22.1,broken clouds
392,Oyama,JP,36.3,139.8,56.23,77,100,7.99,overcast clouds
393,Ardmore,US,34.1743,-97.1436,95.47,45,0,12.66,clear sky
394,Izhma,RU,65.0083,53.9113,44.01,97,100,5.86,overcast clouds
395,Kavaratti,IN,10.5669,72.642,81.84,78,100,18.37,overcast clouds
396,Oranjestad,AW,12.524,-70.027,84.15,74,20,23.02,few clouds
397,Inhambane,MZ,-23.865,35.3833,70.02,79,8,10.16,light rain
398,Shubarkuduk,KZ,49.1447,56.4872,54.9,92,99,9.75,overcast clouds
399,Waraseoni,IN,21.75,80.0333,89.65,41,75,9.35,broken clouds
400,Kampot,KH,10.6167,104.1833,84.25,87,100,5.93,overcast clouds
401,Barcelos,PT,41.5388,-8.6151,62.92,90,89,11.32,overcast clouds
402,Namatanai,PG,-3.6667,152.4333,81.79,71,91,3.2,overcast clouds
403,Uyemskiy,RU,64.4743,40.8524,42.85,81,20,8.95,few clouds
404,Znamenskoye,RU,57.1281,73.8282,54.9,54,100,4.56,overcast clouds
405,Bara,NG,10.3744,10.7288,90.75,28,46,3.8,scattered clouds
406,Padang,ID,-0.9492,100.3543,75.25,91,89,3.04,light rain
407,Aykhal,RU,66.0,111.5,36.59,88,100,4.43,overcast clouds
408,Necochea,AR,-38.5473,-58.7368,53.29,75,100,25.14,overcast clouds
409,Pleshanovo,RU,52.8333,53.4833,51.42,95,100,5.32,moderate rain
410,Victoria,HK,22.2855,114.1577,69.33,86,100,10.0,overcast clouds
411,Cartagena Del Chaira,CO,1.3349,-74.8429,78.66,94,68,2.13,broken clouds
412,Kurilsk,RU,45.2333,147.8833,50.04,53,0,6.85,clear sky
413,Sambava,MG,-14.2667,50.1667,70.83,78,0,10.09,clear sky
414,La Reforma,MX,25.0833,-108.05,85.42,41,71,11.1,broken clouds
415,Lac Du Bonnet,CA,50.2536,-96.0612,45.07,65,100,13.0,overcast clouds
416,Zhuhai,CN,22.2769,113.5678,67.78,94,40,20.71,scattered clouds
417,Abu Dhabi,AE,24.4667,54.3667,80.96,79,0,9.91,clear sky
418,Neuquen,AR,-38.9516,-68.0591,51.69,54,0,0.0,clear sky
419,Mundo Nuevo,MX,18.7,-95.5,84.11,59,6,12.62,clear sky
420,Ambon,ID,-3.6954,128.1814,73.54,100,40,2.3,scattered clouds
421,Southbridge,US,42.0751,-72.0334,78.91,77,64,3.0,broken clouds
422,Asyut,EG,27.181,31.1837,77.45,29,94,17.98,overcast clouds
423,Kainantu,PG,-6.2887,145.8655,63.86,91,66,0.83,broken clouds
424,Mvuma,ZW,-19.2792,30.5283,52.7,85,0,8.28,clear sky
425,Leshukonskoye,RU,64.8989,45.7622,39.29,86,100,7.27,overcast clouds
426,Grand Baie,MU,-20.0182,57.5802,75.67,88,3,10.36,clear sky
427,Praia,CV,14.9215,-23.5087,73.33,81,97,15.97,overcast clouds
428,Rio Grande,BR,-32.035,-52.0986,52.95,67,100,12.91,overcast clouds
429,Muros,ES,42.7762,-9.0603,62.83,82,98,20.29,overcast clouds
430,Burns Lake,CA,54.2331,-125.7533,54.19,51,100,6.89,overcast clouds
431,Ardakan,IR,32.31,54.0175,73.99,11,0,6.02,clear sky
432,Maarianhamina,AX,60.0973,19.9348,44.46,61,0,5.75,clear sky
433,Half Moon Bay,US,37.4636,-122.4286,78.04,76,100,34.52,mist
434,Saint-Francois,FR,46.4154,3.9054,60.67,94,0,0.0,clear sky
435,San Isidro,PE,-12.1167,-77.05,64.51,54,0,10.36,clear sky
436,Makakilo City,US,21.3469,-158.0858,82.72,60,0,12.66,light rain
437,Turochak,RU,52.2576,87.1224,56.53,96,100,1.07,moderate rain
438,Teseney,ER,15.11,36.6575,90.72,13,1,7.0,clear sky
439,Aswan,EG,24.0934,32.907,86.7,14,46,21.3,scattered clouds
440,Homer,US,59.6425,-151.5483,52.77,54,0,10.36,clear sky
441,Tocache,PE,-8.1842,-76.5125,77.04,94,77,1.9,broken clouds
442,Preobrazheniye,RU,42.9019,133.9064,50.05,73,32,5.39,scattered clouds
443,Correntina,BR,-13.3433,-44.6367,78.22,43,95,1.61,overcast clouds
444,Eyl,SO,7.9803,49.8164,82.29,72,79,18.68,broken clouds
445,Omaha,US,41.2586,-95.9378,71.33,42,40,11.5,scattered clouds
446,Santa Isabel,BR,-23.3156,-46.2214,69.1,94,27,5.57,scattered clouds
447,Labuhan,ID,-6.8844,112.2051,77.7,89,32,7.4,scattered clouds
448,Pedra Azul,BR,-16.0053,-41.2972,66.78,89,96,5.28,overcast clouds
449,Voi,KE,-3.3945,38.563,70.56,83,41,10.0,scattered clouds
450,Kitimat,CA,54.0524,-128.6534,55.78,92,100,2.06,overcast clouds
451,Vanimo,PG,-2.6741,141.3028,80.15,80,100,2.98,overcast clouds
452,Cam Ranh,VN,11.9214,109.1591,78.76,89,20,1.14,few clouds
453,Williston,US,48.147,-103.618,70.03,28,37,5.99,scattered clouds
454,Tiznit,MA,29.5833,-9.5,60.57,81,2,3.02,clear sky
455,Hay River,CA,60.8156,-115.7999,52.79,47,100,10.83,overcast clouds
456,Yar-Sale,RU,66.8333,70.8333,36.73,95,50,7.05,scattered clouds
457,Pemba,MZ,-12.974,40.5178,75.9,74,11,13.11,few clouds
458,Awjilah,LY,29.1081,21.2869,73.65,31,0,9.98,clear sky
459,Palmer,US,42.1584,-72.3287,79.41,58,75,10.36,broken clouds
460,Tilichiki,RU,60.4667,166.1,35.98,89,100,7.94,overcast clouds
461,Tautira,PF,-17.7333,-149.15,80.55,75,68,14.97,light rain
462,Lata,PT,40.1629,-8.3327,65.8,81,44,4.34,scattered clouds
463,Gladstone,AU,-23.85,151.25,70.79,94,100,5.75,overcast clouds
464,Charters Towers,AU,-20.1,146.2667,70.03,66,0,4.72,clear sky
465,Astana,KZ,51.1801,71.446,55.35,71,91,4.47,overcast clouds
466,Guerrero Negro,MX,27.9769,-114.0611,74.12,47,100,16.64,overcast clouds
467,Shache,CN,38.4167,77.2406,64.99,44,100,9.31,overcast clouds
468,Kerema,PG,-7.9631,145.7785,78.03,85,92,3.13,overcast clouds
469,Tabou,CI,4.423,-7.3528,79.45,87,89,7.34,overcast clouds
470,Saqqez,IR,36.2499,46.2735,58.01,51,48,5.55,scattered clouds
471,Vanavara,RU,60.34,102.2797,50.25,60,3,2.3,clear sky
472,Alyangula,AU,-13.8483,136.4192,75.63,62,7,5.7,clear sky
473,Manicore,BR,-5.8092,-61.3003,76.33,97,91,2.84,overcast clouds
474,Freeport,US,40.6576,-73.5832,77.49,76,0,12.66,clear sky
475,Olden,NO,61.8364,6.8064,45.34,95,100,3.13,overcast clouds
476,Burnie,AU,-41.0667,145.9167,49.91,82,78,18.03,broken clouds
477,Laramie,US,41.3114,-105.5911,71.98,15,0,10.36,clear sky
478,Kangaatsiaq,GL,68.3065,-53.4641,23.63,84,34,7.63,scattered clouds
479,Narasannapeta,IN,18.4167,84.05,82.65,86,48,10.54,scattered clouds
480,Valparaiso,CL,-33.0393,-71.6273,55.04,92,100,6.91,fog
481,Bulata,PH,9.8599,122.4016,80.69,79,97,4.74,overcast clouds
482,Rawson,AR,-43.3002,-65.1023,51.04,70,38,15.61,scattered clouds
483,Karasjok,NO,69.4719,25.5112,35.92,99,100,8.46,overcast clouds
484,Ust-Uda,RU,54.1742,103.0304,56.14,41,100,1.48,overcast clouds
485,Pala,TD,9.3642,14.9046,77.09,73,100,5.77,overcast clouds
486,Maple Creek,CA,49.9168,-109.4848,65.55,30,52,3.09,broken clouds
487,Olinda,BR,-8.0089,-34.8553,82.13,78,75,8.05,broken clouds
488,Catamarca,AR,-28.4696,-65.7852,51.58,99,90,1.99,overcast clouds
489,Mayumba,GA,-3.432,10.6554,77.59,93,85,4.85,overcast clouds
490,Saint-Pierre,RE,-21.3393,55.4781,69.91,64,20,6.91,few clouds
491,Lake Havasu City,US,34.4839,-114.3224,108.0,1,0,7.0,clear sky
492,La Asuncion,VE,11.0333,-63.8628,79.68,83,93,21.59,overcast clouds
493,Oudtshoorn,ZA,-33.5907,22.2014,59.59,42,0,4.09,clear sky
494,Buluang,PH,13.3068,123.3425,77.31,89,100,3.42,overcast clouds
495,Moron,AR,-34.6534,-58.6198,56.01,47,2,9.22,clear sky
496,Lorengau,PG,-2.0226,147.2712,81.61,69,100,2.55,overcast clouds
497,Canutama,BR,-6.5339,-64.3831,77.11,95,100,0.98,light rain
498,Alice Springs,AU,-23.7,133.8833,56.75,62,75,4.61,broken clouds
499,Tura,IN,25.5198,90.2201,72.9,98,99,5.84,very heavy rain
500,Rabaul,PG,-4.1967,152.1721,80.17,77,98,1.77,overcast clouds
501,Kuching,MY,1.55,110.3333,77.22,100,40,5.01,light rain
502,Khuzhir,RU,53.1939,107.3397,41.25,61,60,5.23,broken clouds
503,Touros,BR,-5.1989,-35.4608,78.42,85,28,8.7,scattered clouds
504,Iturama,BR,-19.7281,-50.1956,69.35,84,73,7.2,broken clouds
505,Santa Maria,BR,-29.6842,-53.8069,55.78,92,85,5.37,overcast clouds
506,Pokhara,NP,28.2333,83.9833,72.84,55,1,6.22,clear sky
507,Alta Floresta,BR,-9.8756,-56.0861,76.5,87,33,1.48,scattered clouds
508,Hamilton,US,39.1834,-84.5333,87.01,35,0,5.75,clear sky
509,Nishihara,JP,26.1842,127.7558,65.48,88,75,17.27,light intensity shower rain
510,Vikhorevka,RU,56.1201,101.1636,53.19,59,100,2.26,overcast clouds
511,Sistranda,NO,63.7256,8.834,42.76,61,61,11.07,light rain
512,Dergaon,IN,26.7,93.9667,72.52,97,100,4.63,heavy intensity rain
513,Amazar,RU,53.858,120.875,40.91,59,96,2.13,overcast clouds
514,Hanyang,CN,32.1371,105.5126,54.59,89,99,3.04,overcast clouds
515,Asau,RO,46.4333,26.4,58.28,83,73,2.04,broken clouds
516,Port Hedland,AU,-20.3167,118.5667,71.65,53,6,4.61,clear sky
517,Kinablangan,PH,7.6947,126.5503,76.89,83,85,3.38,overcast clouds
518,Murgab,TM,37.4966,61.9714,72.03,21,0,2.86,clear sky
519,Parlakimidi,IN,18.7667,84.0833,81.61,88,75,4.52,broken clouds
520,Swan Hill,AU,-35.3378,143.5544,52.29,92,2,6.29,clear sky
521,Betioky,MG,-23.7167,44.3833,64.96,81,0,6.78,clear sky
522,Rosarito,MX,32.3333,-117.0333,79.66,60,56,8.37,broken clouds
523,Coquimbo,CL,-29.9533,-71.3436,55.13,87,40,11.5,scattered clouds
524,Bassar,TG,9.25,0.7833,77.49,75,86,3.76,overcast clouds
525,Mokhsogollokh,RU,61.4681,128.9203,31.84,88,100,8.1,light snow
526,Chopinzinho,BR,-25.8558,-52.5233,57.2,96,78,5.64,broken clouds
527,Dudinka,RU,69.4058,86.1778,31.71,99,100,2.91,overcast clouds
528,Saint-Paul,RE,-21.0096,55.2707,71.69,76,33,2.55,scattered clouds
529,Ust-Omchug,RU,61.15,149.6333,35.94,96,98,7.65,overcast clouds
530,Frontera,MX,26.9333,-101.45,101.95,32,20,9.22,few clouds
531,Camapua,BR,-19.5314,-54.0439,68.79,94,71,5.82,broken clouds
532,Ati,TD,13.2154,18.3353,89.94,38,69,10.98,broken clouds
533,Raudeberg,NO,61.9875,5.1352,43.47,89,21,14.72,few clouds
534,Teodoro Sampaio,BR,-22.5325,-52.1675,63.75,94,80,5.32,broken clouds
535,Port Pirie,AU,-33.1833,138.0167,57.43,77,61,7.92,broken clouds
536,Kolaras,IN,25.2333,77.6,91.85,18,29,16.31,scattered clouds
537,Pacific Grove,US,36.6177,-121.9166,80.24,82,75,10.36,broken clouds
538,Pimentel,PE,-6.8367,-79.9342,68.29,64,0,19.57,clear sky
539,Kongolo,CD,-5.3833,27.0,75.99,69,93,2.8,overcast clouds
540,Oyem,GA,1.5995,11.5793,69.44,98,100,2.39,light rain
541,Moose Factory,CA,51.2585,-80.6094,73.8,24,80,11.01,broken clouds
542,Ambilobe,MG,-13.2,49.05,69.01,86,4,2.91,clear sky
543,Beringovskiy,RU,63.05,179.3167,37.4,80,72,7.52,broken clouds
544,Ribeira Brava,PT,32.65,-17.0667,68.72,83,6,5.37,clear sky
545,Elko,US,41.0002,-115.5012,84.22,12,14,10.0,few clouds
546,Seoni,IN,22.0833,79.5333,86.77,45,78,12.1,broken clouds
547,Faya,SA,18.3851,42.4509,63.12,12,3,6.64,clear sky
548,Zhanaozen,KZ,43.3,52.8,65.46,47,0,7.11,clear sky
549,San Andres,CO,12.5847,-81.7006,81.91,79,100,9.04,overcast clouds
550,Kamenka,RU,51.3223,42.7678,45.21,96,40,9.28,scattered clouds
551,Lengerich,DE,52.1833,7.8667,62.19,59,0,4.61,clear sky
552,Jadu,LY,31.953,12.0261,73.54,22,2,8.08,clear sky
553,Hovd,MN,48.0056,91.6419,58.06,22,100,4.83,overcast clouds
554,Menomonie,US,44.8755,-91.9193,73.44,25,97,16.11,overcast clouds
555,Tsaratanana,MG,-16.7833,47.65,65.79,80,6,7.83,clear sky
556,Poum,NC,-20.2333,164.0167,77.72,69,32,15.32,scattered clouds
557,Limoux,FR,42.9167,2.1667,59.34,76,58,2.37,broken clouds
558,Ibadan,NG,7.3878,3.8964,74.95,95,100,4.63,overcast clouds
559,Lubao,PH,14.9167,120.55,78.51,81,100,2.19,overcast clouds
560,Rancho Palos Verdes,US,33.7445,-118.387,86.41,71,75,13.8,broken clouds
561,Orlik,RU,52.5178,99.825,44.92,42,73,2.15,broken clouds
562,Yerbogachen,RU,61.2767,108.0108,50.86,56,13,3.06,few clouds
563,Kikwit,CD,-5.041,18.8162,74.07,70,95,1.48,overcast clouds
564,Medak,IN,18.0333,78.2667,85.71,65,99,14.32,overcast clouds
565,Invermere,CA,50.5167,-116.0354,62.37,34,96,4.85,overcast clouds
566,Binga,ZW,-17.6203,27.3414,64.18,53,0,1.1,clear sky
567,Grand Gaube,MU,-20.0064,57.6608,75.6,88,3,11.34,clear sky
568,Ende,ID,-8.8432,121.6623,76.71,88,5,1.88,clear sky
569,Hoshangabad,IN,22.75,77.7167,90.93,21,16,6.44,few clouds
570,Mackenzie,CA,55.2999,-123.1698,53.38,65,100,3.24,overcast clouds
571,Dunedin,NZ,-45.8742,170.5036,50.81,80,8,5.01,clear sky
572,Healesville,AU,-37.65,145.5167,56.89,74,58,3.0,broken clouds
573,Shirokiy,RU,49.758,129.523,41.5,47,53,12.62,broken clouds
574,Vostok,RU,46.4856,135.8833,40.15,84,31,6.08,scattered clouds
575,Aksha,RU,50.2814,113.2867,46.35,50,58,2.21,broken clouds
576,Waipawa,NZ,-41.4122,175.5153,56.19,95,100,1.81,overcast clouds
577,Maloy,NO,61.9353,5.1136,44.33,89,30,14.14,scattered clouds
578,Mayskiy,RU,47.6931,40.1025,51.21,79,13,7.83,few clouds
579,Bucinisu,RO,43.95,24.25,61.18,79,1,6.26,clear sky
580,Puerto Morazan,NI,12.8504,-87.1717,90.37,45,79,8.99,broken clouds
581,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.1,58,12,4.16,few clouds
582,Dwarka,IN,22.2394,68.9678,82.98,77,0,20.24,clear sky
583,Ciempozuelos,ES,40.1591,-3.621,70.61,54,75,5.32,broken clouds
584,Grand-Santi,GF,4.25,-54.3833,76.39,98,98,2.98,moderate rain
585,Kazanlak,BG,42.6167,25.4,61.03,100,99,2.37,overcast clouds
586,Nichinan,JP,31.6,131.3667,56.88,86,100,0.18,light rain
587,Porto Velho,BR,-8.7619,-63.9039,80.65,94,40,1.14,scattered clouds
588,Payo,ID,-3.7508,103.6372,72.46,95,78,2.1,broken clouds
589,Andenes,NO,69.3143,16.1194,35.58,93,75,17.27,light rain
590,Ulundi,ZA,-28.3352,31.4162,58.93,95,36,1.43,scattered clouds
591,Chifeng,CN,42.2683,118.9636,51.8,45,33,5.3,scattered clouds
592,Salinas,US,36.6777,-121.6555,85.57,67,75,12.66,broken clouds
593,Porto Novo,BJ,6.4965,2.6036,80.51,84,74,5.82,light rain
594,Atar,MR,20.5169,-13.0499,94.15,13,48,8.75,scattered clouds
595,Azare,NG,11.6765,10.1948,87.26,14,43,9.33,scattered clouds
596,Mitu,CO,1.1983,-70.1733,77.95,94,96,0.6,heavy intensity rain
597,Fairbanks,US,64.8378,-147.7164,51.76,46,75,4.61,broken clouds
598,Pachperwa,IN,27.5167,82.65,85.95,38,0,8.08,clear sky
599,Takapau,NZ,-40.0333,176.35,57.72,97,100,2.01,overcast clouds
600,Goundam,ML,16.4145,-3.6708,86.5,8,0,6.89,clear sky
601,Snezhnogorsk,RU,69.1933,33.2531,33.58,82,70,6.98,broken clouds
602,Vytegra,RU,61.0064,36.4481,38.73,97,100,3.09,overcast clouds
603,Hokitika,NZ,-42.7167,170.9667,59.02,84,92,0.38,overcast clouds
604,Lewisporte,CA,49.2499,-55.0482,36.55,66,39,3.31,scattered clouds
605,Mopti,ML,14.6667,-4.0,90.37,8,10,8.66,clear sky
606,Dali,CN,25.7,100.1833,56.53,95,100,4.09,moderate rain
607,Dubti,ET,11.7361,41.0853,91.31,16,1,4.41,clear sky
608,Saravan,AM,39.7196,45.6483,51.01,85,60,5.5,broken clouds
609,Los Alamos,US,35.8881,-106.307,86.68,8,0,11.5,clear sky
610,Kendari,ID,-3.945,122.4989,76.35,93,49,2.33,scattered clouds
611,Palauig,PH,15.435,119.9045,82.0,78,100,1.61,overcast clouds
612,Luanda,AO,-8.8368,13.2343,78.8,83,75,9.22,broken clouds
613,Avera,US,33.194,-82.5271,87.55,46,86,6.53,overcast clouds
614,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,53.26,62,37,7.87,scattered clouds
615,Aurora,US,39.7294,-104.8319,81.0,24,75,12.66,broken clouds
616,Ambalavao,MG,-21.8333,46.9333,56.12,96,53,3.6,broken clouds
617,Tokmak,UA,47.2514,35.7058,54.55,78,43,7.52,scattered clouds
618,Ajdabiya,LY,30.7554,20.2263,67.8,49,0,6.58,clear sky
619,Kassala,SD,15.451,36.4,90.9,15,1,6.22,clear sky
620,Trelew,AR,-43.249,-65.3051,49.86,72,1,12.3,clear sky
621,Olafsvik,IS,64.8945,-23.7142,47.5,91,99,16.64,overcast clouds
622,Ceres,US,37.5949,-120.9577,95.32,25,0,17.27,clear sky
623,Mounana,GA,-1.4085,13.1586,75.29,87,100,2.28,light rain
624,Perth,AU,-31.9333,115.8333,52.79,93,0,4.61,clear sky
625,Pemangkat,ID,1.1667,108.9667,80.53,83,48,4.29,scattered clouds
626,Outjo,NA,-20.1167,16.15,63.37,31,3,11.36,clear sky
627,Qinggang,CN,46.6833,126.0833,50.47,30,62,11.21,broken clouds
628,Grimshaw,CA,56.1834,-117.6027,59.27,30,17,4.12,few clouds
629,Haines Junction,CA,60.7522,-137.5108,43.36,69,87,1.41,overcast clouds
630,Labrea,BR,-7.2586,-64.7981,77.77,96,99,0.58,overcast clouds
631,Ranfurly,NZ,-45.1333,170.1,46.11,100,0,3.44,clear sky
632,Khandbari,NP,27.3747,87.2039,70.61,80,42,1.77,scattered clouds
633,Sande,DE,53.5049,8.0142,57.02,82,35,10.74,scattered clouds
634,Sola,VU,-13.8833,167.55,80.76,72,100,15.28,overcast clouds
635,Mago,RU,53.2514,140.1822,38.05,88,100,3.85,overcast clouds
636,Nouadhibou,MR,20.931,-17.0347,70.32,66,92,25.39,overcast clouds
637,Punta Gorda,US,26.9298,-82.0454,87.01,61,0,11.5,clear sky
638,Usinsk,RU,65.9939,57.5281,42.31,98,99,8.23,overcast clouds
639,Wajir,KE,1.7471,40.0573,79.07,66,61,15.32,broken clouds
640,Kade,DE,52.3833,12.2667,54.99,82,62,5.77,broken clouds
641,Quthing,LS,-30.4,27.7003,50.36,37,0,3.87,clear sky
642,Fare,PF,-16.7,-151.0167,80.13,70,28,5.39,scattered clouds
643,Kibakwe,TZ,-6.7167,36.3667,60.4,92,2,3.65,clear sky
644,Brigantine,US,39.4101,-74.3646,80.04,78,20,8.05,few clouds
645,Zhangye,CN,38.9342,100.4517,49.75,19,24,7.02,few clouds
646,Bata,GQ,1.8639,9.7658,79.79,87,100,4.99,overcast clouds
647,Havre-Saint-Pierre,CA,50.2334,-63.5986,40.01,76,52,15.28,broken clouds
648,Killybegs,IE,54.6333,-8.45,55.65,91,46,12.75,scattered clouds
649,Kattivakkam,IN,13.2167,80.3167,81.07,87,54,6.87,broken clouds
650,Redmond,US,47.674,-122.1215,60.93,90,100,3.0,overcast clouds
651,Shar,KZ,49.5886,81.0453,55.45,78,69,3.02,broken clouds
652,Hambantota,LK,6.1241,81.1185,77.34,100,20,6.91,few clouds
653,Malartic,CA,48.1335,-78.1328,73.94,44,73,10.96,broken clouds
654,Baculin,PH,7.4525,126.5842,77.61,82,77,3.31,broken clouds
655,Dedza,MW,-14.3779,34.3332,51.71,79,36,3.87,scattered clouds
656,Quelimane,MZ,-17.8786,36.8883,66.02,93,19,3.85,few clouds
657,Malynivka,UA,49.8167,36.7333,47.59,92,51,8.88,broken clouds
658,Weinan,CN,34.5036,109.5089,58.91,34,91,6.15,overcast clouds
659,Sena Madureira,BR,-9.0656,-68.6569,77.88,93,99,2.68,overcast clouds
660,Challans,FR,46.8436,-1.8749,61.72,92,47,7.63,scattered clouds
661,Dinard,FR,48.6314,-2.0614,66.58,77,0,10.36,clear sky
662,Tambun,ID,-6.2641,107.0712,77.04,86,73,2.33,broken clouds
663,Yanam,IN,16.7333,82.2167,82.11,88,14,3.36,few clouds
664,Sangar,RU,63.9242,127.4739,32.76,68,100,0.49,overcast clouds
665,Vestmanna,FO,62.1564,-7.1664,43.72,93,20,3.44,few clouds
666,Hidalgo,MX,20.5,-99.0,78.37,27,6,19.28,clear sky
667,Grevesmuhlen,DE,53.8667,11.1833,51.55,83,65,7.4,broken clouds
668,Roma,US,43.2128,-75.4557,80.74,50,75,9.22,broken clouds
669,Ust-Charyshskaya Pristan,RU,52.3934,83.6635,54.43,90,43,6.69,scattered clouds
670,Winnemucca,US,40.973,-117.7357,87.85,13,20,17.27,few clouds
671,Izumo,JP,35.3667,132.7667,53.49,94,75,5.75,broken clouds
672,Dalaba,GN,10.7,-12.25,72.16,18,14,1.61,few clouds
673,Oktyabrskoye,RU,43.0645,44.7417,53.74,76,98,4.47,overcast clouds
674,Warrington,GB,53.3925,-2.5802,61.45,77,20,13.8,few clouds
675,Kranj,SI,46.2389,14.3556,63.5,77,20,1.14,few clouds
